Temperature	Well	Fluorescence
25.0	A1	4575.14
25.5	A1	4564.01
26.0	A1	4552.87
26.5	A1	4541.73
27.0	A1	4530.59
27.5	A1	4519.46
28.0	A1	4508.32
28.5	A1	4498.15
29.0	A1	4489.33
29.5	A1	4481.09
30.0	A1	4474.08
30.5	A1	4469.06
31.0	A1	4465.81
31.5	A1	4463.95
32.0	A1	4464.24
32.5	A1	4466.12
33.0	A1	4469.63
33.5	A1	4475.05
34.0	A1	4482.7
34.5	A1	4492.65
35.0	A1	4505.08
35.5	A1	4519.87
36.0	A1	4536.57
36.5	A1	4554.78
37.0	A1	4573.93
37.5	A1	4593.55
38.0	A1	4614.49
38.5	A1	4636.92
39.0	A1	4660.32
39.5	A1	4686.07
40.0	A1	4715.65
40.5	A1	4747.45
41.0	A1	4782.19
41.5	A1	4820.63
42.0	A1	4862.09
42.5	A1	4904.38
43.0	A1	4949.63
43.5	A1	4996.26
44.0	A1	5044.95
44.5	A1	5094.17
45.0	A1	5147.25
45.5	A1	5200.06
46.0	A1	5254.31
46.5	A1	5310.08
47.0	A1	5367.21
47.5	A1	5422.94
48.0	A1	5480.87
48.5	A1	5538.99
49.0	A1	5594.42
49.5	A1	5646.43
50.0	A1	5693.24
50.5	A1	5732.4
51.0	A1	5763.38
51.5	A1	5787.29
52.0	A1	5806.14
52.5	A1	5821.35
53.0	A1	5834.88
53.5	A1	5847.36
54.0	A1	5859.49
54.5	A1	5871.26
55.0	A1	5884.46
55.5	A1	5897.18
56.0	A1	5913.72
56.5	A1	5936.54
57.0	A1	5968.07
57.5	A1	6011.03
58.0	A1	6071.57
58.5	A1	6149.5
59.0	A1	6245.95
59.5	A1	6361.06
60.0	A1	6492.14
60.5	A1	6632.42
61.0	A1	6775.76
61.5	A1	6912.79
62.0	A1	7033.93
62.5	A1	7130.67
63.0	A1	7199.07
63.5	A1	7237.19
64.0	A1	7247.81
64.5	A1	7236.27
65.0	A1	7208.87
65.5	A1	7171.42
66.0	A1	7128.67
66.5	A1	7083.55
67.0	A1	7037.03
67.5	A1	6990.79
68.0	A1	6944.55
68.5	A1	6898.08
69.0	A1	6851.84
69.5	A1	6806.11
70.0	A1	6759.99
70.5	A1	6713.56
71.0	A1	6667.24
71.5	A1	6620.76
72.0	A1	6573.96
72.5	A1	6527.46
73.0	A1	6481.62
73.5	A1	6435.91
74.0	A1	6390.97
74.5	A1	6347.19
75.0	A1	6303.78
75.5	A1	6261.15
76.0	A1	6219.77
76.5	A1	6178.13
77.0	A1	6136.77
77.5	A1	6096.61
78.0	A1	6056.79
78.5	A1	6017.53
79.0	A1	5980.18
79.5	A1	5943.46
80.0	A1	5907.32
80.5	A1	5872.33
81.0	A1	5838.15
81.5	A1	5803.81
82.0	A1	5770.05
82.5	A1	5736.16
83.0	A1	5701.49
83.5	A1	5665.53
84.0	A1	5629.25
84.5	A1	5592.38
85.0	A1	5555.57
85.5	A1	5519.54
86.0	A1	5485.56
86.5	A1	5452.56
87.0	A1	5420.83
87.5	A1	5389.75
88.0	A1	5359.07
88.5	A1	5328.06
89.0	A1	5297.35
89.5	A1	5266.23
90.0	A1	5235.4
90.5	A1	5204.59
91.0	A1	5173.43
