Temperature	Well	Fluorescence
25.0	A1	3930.3
25.5	A1	3925.04
26.0	A1	3919.79
26.5	A1	3914.53
27.0	A1	3909.28
27.5	A1	3904.02
28.0	A1	3898.77
28.5	A1	3894.31
29.0	A1	3890.71
29.5	A1	3888.52
30.0	A1	3887.26
30.5	A1	3886.76
31.0	A1	3887.7
31.5	A1	3890.22
32.0	A1	3893.81
32.5	A1	3898.97
33.0	A1	3905.91
33.5	A1	3914.63
34.0	A1	3924.77
34.5	A1	3936.52
35.0	A1	3949.76
35.5	A1	3964.17
36.0	A1	3979.66
36.5	A1	3996.52
37.0	A1	4014.38
37.5	A1	4033.1
38.0	A1	4052.98
38.5	A1	4073.85
39.0	A1	4095.14
39.5	A1	4117.44
40.0	A1	4140.76
40.5	A1	4164.97
41.0	A1	4190.11
41.5	A1	4216.98
42.0	A1	4245.36
42.5	A1	4275.53
43.0	A1	4307.44
43.5	A1	4341.07
44.0	A1	4376.29
44.5	A1	4413.07
45.0	A1	4450.55
45.5	A1	4488.74
46.0	A1	4527.67
46.5	A1	4566.58
47.0	A1	4605.53
47.5	A1	4645.72
48.0	A1	4686.42
48.5	A1	4727.29
49.0	A1	4768.32
49.5	A1	4809.18
50.0	A1	4847.84
50.5	A1	4885.07
51.0	A1	4919.98
51.5	A1	4952.64
52.0	A1	4981.87
52.5	A1	5008.7
53.0	A1	5032.19
53.5	A1	5054.0
54.0	A1	5074.1
54.5	A1	5093.97
55.0	A1	5114.54
55.5	A1	5137.53
56.0	A1	5163.08
56.5	A1	5193.41
57.0	A1	5230.46
57.5	A1	5275.78
58.0	A1	5331.83
58.5	A1	5400.99
59.0	A1	5483.96
59.5	A1	5580.7
60.0	A1	5690.71
60.5	A1	5810.04
61.0	A1	5933.72
61.5	A1	6055.36
62.0	A1	6167.96
62.5	A1	6264.21
63.0	A1	6339.95
63.5	A1	6392.99
64.0	A1	6425.17
64.5	A1	6439.81
65.0	A1	6441.62
65.5	A1	6434.84
66.0	A1	6423.22
66.5	A1	6407.93
67.0	A1	6390.59
67.5	A1	6371.75
68.0	A1	6351.93
68.5	A1	6330.93
69.0	A1	6309.45
69.5	A1	6287.03
70.0	A1	6263.11
70.5	A1	6236.85
71.0	A1	6208.85
71.5	A1	6178.59
72.0	A1	6146.58
72.5	A1	6113.22
73.0	A1	6079.42
73.5	A1	6044.44
74.0	A1	6008.94
74.5	A1	5972.33
75.0	A1	5935.39
75.5	A1	5897.8
76.0	A1	5859.96
76.5	A1	5821.46
77.0	A1	5782.23
77.5	A1	5741.2
78.0	A1	5698.43
78.5	A1	5653.95
79.0	A1	5608.47
79.5	A1	5562.93
80.0	A1	5518.74
80.5	A1	5476.53
